name,link,color,total_games,eco,last_played,performance,avg_player,p_wins,p_draws,p_loses,moves
"Torre Attack, Classical Defense","https://old.chesstempo.com/gamedb/opening/2567","white",8000,"A46","22-03-2021","2219","2192",0.354,0.33,0.316,"1.d4 Cf6 2.Cf3 e6 3.Ag5"
"Torre Attack, Classical Defense, Petrosian Gambit","https://old.chesstempo.com/gamedb/opening/2569","white",156,"A46","06-12-2019","2488","2356",0.5,0.333,0.167,"1.d4 Cf6 2.Cf3 e6 3.Ag5 c5 4.e3 b6 5.d5"
"Torre Attack, Fianchetto Defense","https://old.chesstempo.com/gamedb/opening/2570","white",8615,"A48","28-03-2021","2261","2245",0.342,0.333,0.325,"1.d4 Cf6 2.Cf3 g6 3.Ag5"
"Torre Attack, Wagner Gambit","https://old.chesstempo.com/gamedb/opening/2572","white",92,"A46","27-01-2019","2294","2271",0.402,0.185,0.413,"1.d4 Cf6 2.Cf3 e6 3.Ag5 c5 4.e4"
"Trompowsky Attack, Classical Defense, Big Center Variation","https://old.chesstempo.com/gamedb/opening/2813","white",4404,"A45","04-03-2021","2281","2250",0.396,0.281,0.323,"1.d4 Cf6 2.Ag5 e6 3.e4"
"Trompowsky Attack, Edge Variation","https://old.chesstempo.com/gamedb/opening/2574","white",1384,"A45","22-11-2020","2233","2215",0.408,0.228,0.363,"1.d4 Cf6 2.Ag5 Ce4 3.Ah4"
"Trompowsky Attack, General","https://old.chesstempo.com/gamedb/opening/2577","white",20166,"A45","28-03-2021","2278","2260",0.398,0.288,0.314,"1.d4 Cf6 2.Ag5"
"Trompowsky Attack, Poisoned Pawn Variation","https://old.chesstempo.com/gamedb/opening/2578","white",482,"A45","28-02-2021","2320","2280",0.494,0.185,0.322,"1.d4 Cf6 2.Ag5 c5 3.d5 Db6 4.Cc3"
"Trompowsky Attack, Raptor Variation","https://old.chesstempo.com/gamedb/opening/2579","white",1032,"A45","19-03-2021","2285","2242",0.408,0.292,0.3,"1.d4 Cf6 2.Ag5 Ce4 3.h4"
"Van Geet Opening, Battambang Variation","https://old.chesstempo.com/gamedb/opening/2583","white",19,"A00","06-01-2019","2010","1996",0.263,0.368,0.368,"1.Cc3 e5 2.a3"
"Van Geet Opening, Berlin Gambit","https://old.chesstempo.com/gamedb/opening/2584","white",59,"A00","16-02-2020","2260","2229",0.441,0.288,0.271,"1.Cc3 Cc6 2.d4 d5 3.e4 dxe4 4.d5"
"Van Geet Opening, Dougherty Gambit","https://old.chesstempo.com/gamedb/opening/2587","white",5,"A00","14-11-2017","1927","2098",0.2,0.2,0.6,"1.Cc3 d5 2.e4 dxe4 3.f3"
"Van Geet Opening, Dunst-Perrenet Gambit","https://old.chesstempo.com/gamedb/opening/2589","white",11,"A00","31-07-2018","1806","1607",0.273,0.182,0.545,"1.Cc3 d5 2.e4 dxe4 3.d3"
"Van Geet Opening, General","https://old.chesstempo.com/gamedb/opening/2590","white",3142,"A00","28-02-2021","2153","2146",0.375,0.26,0.364,"1.Cc3"
"Van Geet Opening, Gruenfeld Defense, Steiner Gambit","https://old.chesstempo.com/gamedb/opening/2593","white",5,"A00","21-03-2020","1792","2002",0.2,0.2,0.6,"1.Cc3 d5 2.e4 dxe4 3.Cxe4 e5 4.f4"
"Van Geet Opening, Hector Gambit","https://old.chesstempo.com/gamedb/opening/2594","white",6,"A00","29-12-2018","2174","2127",0.333,0.333,0.333,"1.Cc3 d5 2.e4 dxe4 3.Ac4"
"Van Geet Opening, KlÃ¼ver Gambit","https://old.chesstempo.com/gamedb/opening/2598","white",14,"A00","20-08-2013","2309","2074",0.714,0.071,0.214,"1.Cc3 f5 2.e4 fxe4 3.d3"
"Van Geet Opening, Myers Attack","https://old.chesstempo.com/gamedb/opening/2582","white",62,"A00","07-03-2020","2289","2209",0.468,0.21,0.323,"1.Cc3 g6 2.h4"
"Van Geet Opening, Napoleon Attack","https://old.chesstempo.com/gamedb/opening/2603","white",424,"A00","08-03-2020","2270","2203",0.561,0.241,0.198,"1.Cc3 e5 2.Cf3 Cc6 3.d4"
"Van Geet Opening, Novosibirsk Variation","https://old.chesstempo.com/gamedb/opening/2604","white",84,"A00","20-07-2018","2122","2130",0.321,0.191,0.488,"1.Cc3 c5 2.d4 cxd4 3.Dxd4 Cc6 4.Dh4"
"Van Geet Opening, Nowokunski Gambit","https://old.chesstempo.com/gamedb/opening/2605","white",12,"A00","04-07-2010","2148","2312",0.083,0.25,0.667,"1.Cc3 e5 2.f4 exf4 3.e4"
"Van Geet Opening, Reversed Scandinavian","https://old.chesstempo.com/gamedb/opening/2609","white",11,"A00","22-11-2016","1983","2000",0.364,0.273,0.364,"1.Cc3 e5 2.d4 exd4 3.Dxd4 Cc6 4.Da4"
"Van Geet Opening, Sicilian Two Knights","https://old.chesstempo.com/gamedb/opening/2610","white",301,"A00","15-03-2020","2205","2185",0.329,0.289,0.382,"1.Cc3 c5 2.Cf3 Cc6 3.d4 cxd4 4.Cxd4"
"Van Geet Opening, Tuebingen Gambit","https://old.chesstempo.com/gamedb/opening/2612","white",10,"A00","08-06-2019","2103","2193",0.4,0.2,0.4,"1.Cc3 Cf6 2.g4"
"Van Geet Opening, Twyble Attack","https://old.chesstempo.com/gamedb/opening/2613","white",4,"A00","28-07-2016","2153","2134",0.25,0.25,0.5,"1.Cc3 c5 2.Tb1"
"Van Geet Opening, Venezolana Variation","https://old.chesstempo.com/gamedb/opening/2885","white",3,"A00","09-07-2011","1997","2041",0,0.667,0.333,"1.Cc3 d5 2.d3 Cf6 3.g3"
"Van't Kruijs Opening, General","https://old.chesstempo.com/gamedb/opening/2615","white",1997,"A00","11-09-2020","2052","2077",0.326,0.204,0.47,"1000"
"Veresov Opening, Malich Gambit","https://old.chesstempo.com/gamedb/opening/2620","white",17,"D00","07-11-2020","2105","2284",0.176,0.118,0.706,"1.d4 Cf6 2.Cc3 d5 3.Ag5 c5 4.Axf6 gxf6 5.e4 dxe4 6.d5"
"Vienna Game, General","https://old.chesstempo.com/gamedb/opening/2624","white",971,"C27","30-03-2021","2100","2064",0.49,0.201,0.309,"1.e4 e5 2.Cc3"
"Vienna Game, Giraffe Attack","https://old.chesstempo.com/gamedb/opening/2625","white",7,"C25","18-07-2019","1979","1955",0.286,0.143,0.571,"1.e4 e5 2.Cc3 Ac5 3.Dg4"
"Vienna Game, Hamppe-Meitner Variation","https://old.chesstempo.com/gamedb/opening/2626","white",15,"C25","16-06-2019","2155","2260",0,0.6,0.4,"1.e4 e5 2.Cc3 Ac5 3.Ca4"
"Vienna Game, Mengarini Variation","https://old.chesstempo.com/gamedb/opening/2627","white",96,"C26","01-10-2020","1972","2027",0.354,0.281,0.365,"1.e4 e5 2.Cc3 Cf6 3.a3"
"Vienna Game, Mieses Variation","https://old.chesstempo.com/gamedb/opening/2628","white",3195,"C26","08-02-2021","2266","2244",0.401,0.308,0.292,"1.e4 e5 2.Cc3 Cf6 3.g3"
"Vienna Game, Omaha Gambit","https://old.chesstempo.com/gamedb/opening/2630","white",149,"C25","14-01-2021","2199","2134",0.537,0.174,0.289,"1.e4 e5 2.Cc3 d6 3.f4"
"Vienna Game, Paulsen Variation","https://old.chesstempo.com/gamedb/opening/2631","white",1129,"C25","08-12-2020","2244","2207",0.442,0.279,0.279,"1.e4 e5 2.Cc3 Cc6 3.g3"
"Vienna Game, Stanley Variation","https://old.chesstempo.com/gamedb/opening/2636","white",637,"C26","28-03-2021","1984","1950",0.469,0.159,0.372,"1.e4 e5 2.Cc3 Cf6 3.Ac4"
"Vienna Game, Stanley Variation, Alekhine Variation","https://old.chesstempo.com/gamedb/opening/2637","white",108,"C27","06-11-2020","2252","2224",0.278,0.481,0.241,"1.e4 e5 2.Cc3 Cf6 3.Ac4 Cxe4 4.Dh5 Cd6 5.Ab3 Ae7 6.Cf3 Cc6 7.Cxe5"
"Vienna Game, Stanley Variation, Bronstein Gambit","https://old.chesstempo.com/gamedb/opening/2638","white",30,"C23","28-02-2020","2110","2279",0.067,0.3,0.633,"1.e4 e5 2.Cc3 Cc6 3.Ac4 Cf6 4.f4 Cxe4 5.Cf3"
"Vienna Game, Stanley Variation, Meitner-Mieses Gambit","https://old.chesstempo.com/gamedb/opening/2641","white",56,"C23","14-06-2020","2081","1989",0.75,0.125,0.125,"1.e4 e5 2.Cc3 Cc6 3.Ac4 Ac5 4.Dg4 Df6 5.Cd5"
"Vienna Game, Vienna Gambit","https://old.chesstempo.com/gamedb/opening/2646","white",370,"C25","16-01-2021","2075","2060",0.524,0.178,0.297,"1.e4 e5 2.Cc3 Cc6 3.f4"
"Vienna Game, Vienna Gambit","https://old.chesstempo.com/gamedb/opening/2647","white",822,"C28","19-01-2021","1952","1898",0.663,0.146,0.191,"1.e4 e5 2.Cc3 Cf6 3.f4"
"Vienna Game, Vienna Gambit, Hamppe Allgaier Gambit","https://old.chesstempo.com/gamedb/opening/2651","white",76,"C25","25-07-2019","2119","2162",0.329,0.158,0.513,"1.e4 e5 2.Cc3 Cc6 3.f4 exf4 4.Cf3 g5 5.h4 g4 6.Cg5"
"Vienna Game, Vienna Gambit, Hamppe-Allgaier-Thorold Gambit","https://old.chesstempo.com/gamedb/opening/2652","white",22,"C25","26-04-2017","2639","2387",0.682,0.136,0.182,"1.e4 e5 2.Cc3 Cc6 3.f4 exf4 4.Cf3 g5 5.h4 g4 6.Cg5 h6 7.Cxf7 Rxf7 8.d4"
"Vienna Game, Vienna Gambit, Kaufmann Variation","https://old.chesstempo.com/gamedb/opening/2654","white",108,"C29","29-11-2019","2288","2201",0.481,0.287,0.231,"1.e4 e5 2.Cc3 Cf6 3.f4 d5 4.fxe5 Cxe4 5.Cf3 Ag4 6.De2"
"Vienna Game, Vienna Gambit, Modern Variation","https://old.chesstempo.com/gamedb/opening/2656","white",569,"C29","08-02-2021","2164","2142",0.336,0.258,0.406,"1.e4 e5 2.Cc3 Cf6 3.f4 d5 4.fxe5 Cxe4 5.d3"
"Vienna Game, Vienna Gambit, Paulsen Attack","https://old.chesstempo.com/gamedb/opening/2657","white",319,"C29","11-03-2021","2254","2192",0.433,0.263,0.304,"1.e4 e5 2.Cc3 Cf6 3.f4 d5 4.fxe5 Cxe4 5.Df3"
"Vienna Game, Vienna Gambit, Pierce Gambit","https://old.chesstempo.com/gamedb/opening/2658","white",65,"C28","27-12-2017","2369","2299",0.492,0.185,0.323,"1.e4 e5 2.Cc3 Cc6 3.f4 exf4 4.Cf3 g5 5.d4"
"Vienna Game, Vienna Gambit, Steinitz Gambit","https://old.chesstempo.com/gamedb/opening/2660","white",13,"C25","03-03-2014","2228","2228",0.539,0.231,0.231,"1.e4 e5 2.Cc3 Cc6 3.f4 exf4 4.d4"
"Vienna Game, Vienna Gambit, Steinitz Gambit, Knight Variation","https://old.chesstempo.com/gamedb/opening/2662","white",220,"C25","26-11-2020","2108","2085",0.459,0.209,0.332,"1.e4 e5 2.Cc3 Cc6 3.f4 exf4 4.Cf3"
"Vienna Game, Vienna Gambit, Steinitz Gambit, Main Line","https://old.chesstempo.com/gamedb/opening/2663","white",4,"C28","02-05-2010","2120","2419",0.25,0.25,0.5,"1.e4 e5 2.Cc3 Cc6 3.f4 exf4 4.d4 Dh4+ 5.Re2"
"Vienna Game, Vienna Gambit, Steinitz Variation","https://old.chesstempo.com/gamedb/opening/2667","white",73,"C29","28-12-2017","2424","2412",0.425,0.219,0.356,"1.e4 e5 2.Cc3 Cf6 3.f4 d5 4.d3"
"Vienna Game, Vienna Gambit, Wurzburger Trap","https://old.chesstempo.com/gamedb/opening/2668","white",70,"C29","21-01-2020","2253","2070",0.729,0.1,0.171,"1.e4 e5 2.Cc3 Cf6 3.f4 d5 4.fxe5 Cxe4 5.d3 Dh4+ 6.g3 Cxg3 7.Cf3 Dh5 8.Cxd5"
"Ware Opening, General","https://old.chesstempo.com/gamedb/opening/2675","white",56,"A00","21-03-2020","1949","2024",0.357,0.232,0.411,"1.a4"
"Alekhine Defense, Brooklyn Variation","https://old.chesstempo.com/gamedb/opening/2","black",262,"B02","21-11-2020","2156","2194",0.301,0.244,0.454,"1.e4 Cf6 2.e5 Cg8"
"Alekhine Defense, Four Pawns Attack, Cambridge Gambit","https://old.chesstempo.com/gamedb/opening/7","black",44,"B03","09-02-2019","2192","2166",0.5,0.182,0.318,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.c4 Cb6 5.f4 g5"
"Alekhine Defense, Four Pawns Attack, Fianchetto Variation","https://old.chesstempo.com/gamedb/opening/8","black",291,"B03","13-10-2020","2109","2159",0.378,0.213,0.409,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.c4 Cb6 5.f4 g6"
"Alekhine Defense, Four Pawns Attack, Trifunovic Variation","https://old.chesstempo.com/gamedb/opening/11","black",349,"B03","26-02-2021","2223","2274",0.361,0.246,0.393,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.c4 Cb6 5.f4 Af5"
"Alekhine Defense, General","https://old.chesstempo.com/gamedb/opening/13","black",617,"B02","23-01-2021","1979","2020",0.426,0.233,0.34,"1.e4 Cf6"
"Alekhine Defense, Modern Variation, Alburt Variation","https://old.chesstempo.com/gamedb/opening/23","black",2829,"B04","19-03-2021","2243","2286",0.288,0.299,0.413,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3 g6"
"Alekhine Defense, Modern Variation, Larsen Variation","https://old.chesstempo.com/gamedb/opening/27","black",1253,"B04","16-12-2020","2238","2273",0.231,0.354,0.415,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3 dxe5"
"Alekhine Defense, Modern Variation, Larsen Variation, Miles Line","https://old.chesstempo.com/gamedb/opening/1546","black",1666,"B04","20-01-2021","2262","2298",0.253,0.354,0.393,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3 dxe5 5.Cxe5 c6"
"Alekhine Defense, Modern Variation, Larsen-Haakert Variation","https://old.chesstempo.com/gamedb/opening/2842","black",736,"B04","08-07-2020","2160","2180",0.321,0.213,0.466,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3 Cc6"
"Alekhine Defense, Modern Variation, Main Line","https://old.chesstempo.com/gamedb/opening/28","black",5382,"B05","18-03-2021","2201","2263",0.253,0.296,0.451,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3 Ag4"
"Alekhine Defense, Modern Variation, Schmid Variation","https://old.chesstempo.com/gamedb/opening/30","black",746,"B04","17-12-2020","2288","2325",0.31,0.335,0.355,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3 Cb6"
"Alekhine Defense, Mokele Mbembe","https://old.chesstempo.com/gamedb/opening/31","black",34,"B02","14-07-2018","2075","2109",0.294,0.294,0.412,"1.e4 Cf6 2.e5 Ce4"
"Alekhine Defense, Mokele Mbembe, Modern Line","https://old.chesstempo.com/gamedb/opening/32","black",6,"B02","05-10-2018","2288","2119",0.667,0.167,0.167,"1.e4 Cf6 2.e5 Ce4 3.d4 f6"
"Alekhine Defense, Mokele Mbembe, Vavra Defense","https://old.chesstempo.com/gamedb/opening/2852","black",15,"B02","28-04-2018","1582","1667",0.267,0.133,0.6,"1.e4 Cf6 2.e5 Ce4 3.d4 e6"
"Alekhine Defense, Normal Variation","https://old.chesstempo.com/gamedb/opening/35","black",1337,"B03","29-02-2020","2103","2137",0.414,0.259,0.327,"1.e4 Cf6 2.e5 Cd5 3.d4 d6"
"Alekhine Defense, Normal Variation","https://old.chesstempo.com/gamedb/opening/34","black",1104,"B02","21-03-2021","2108","2143",0.339,0.254,0.407,"1.e4 Cf6 2.e5 Cd5"
"Alekhine Defense, Scandinavian Variation","https://old.chesstempo.com/gamedb/opening/37","black",5472,"B02","28-02-2021","2108","2130",0.404,0.278,0.318,"1.e4 Cf6 2.Cc3 d5"
"Alekhine Defense, Scandinavian Variation, Geschev Gambit","https://old.chesstempo.com/gamedb/opening/38","black",48,"B02","25-05-2019","1715","1717",0.375,0.25,0.375,"1.e4 Cf6 2.Cc3 d5 3.exd5 c6"
"Australian Defense","https://old.chesstempo.com/gamedb/opening/2950","black",24,"A40","11-10-2019","2113","2212",0.375,0.167,0.458,"1.d4 Ca6"
"Benko Gambit, Accepted","https://old.chesstempo.com/gamedb/opening/56","black",61,"A57","21-02-2020","2070","2075",0.459,0.246,0.295,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6"
"Benko Gambit, General","https://old.chesstempo.com/gamedb/opening/72","black",2094,"A57","23-03-2021","2105","2111",0.421,0.223,0.356,"1.d4 Cf6 2.c4 c5 3.d5 b5"
"Benoni Defense, Benoni Gambit, Schlenker Defense","https://old.chesstempo.com/gamedb/opening/77","black",123,"A43","25-01-2020","2207","2213",0.382,0.301,0.317,"1.d4 c5 2.dxc5 Ca6"
"Benoni Defense, Benoni-Indian Defense","https://old.chesstempo.com/gamedb/opening/79","black",1250,"A43","21-03-2021","2176","2220",0.29,0.259,0.451,"1.d4 c5 2.d5 Cf6"
"Benoni Defense, Classical Variation, Argentine Counterattack","https://old.chesstempo.com/gamedb/opening/84","black",493,"A75","17-02-2020","2304","2334",0.343,0.298,0.359,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3 Ag7 8.Ae2 O-O 9.O-O a6 10.a4 Ag4"
"Benoni Defense, Classical Variation, Czerniak Defense","https://old.chesstempo.com/gamedb/opening/85","black",237,"A76","16-02-2020","2199","2227",0.392,0.257,0.35,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3 Ag7 8.Ae2 O-O 9.O-O Te8"
"Benoni Defense, Classical Variation, Czerniak Defense","https://old.chesstempo.com/gamedb/opening/86","black",290,"A78","14-11-2020","2347","2330",0.369,0.286,0.345,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3 Ag7 8.Ae2 O-O 9.O-O Te8 10.Cd2 Ca6"
"Benoni Defense, Cormorant Gambit","https://old.chesstempo.com/gamedb/opening/90","black",1,"A43","1988","-","-",0,1,0,"1.d4 c5 2.dxc5 b6"
"Benoni Defense, Czech Benoni Defense","https://old.chesstempo.com/gamedb/opening/91","black",4085,"A56","24-11-2020","2243","2295",0.302,0.275,0.423,"1.d4 Cf6 2.c4 c5 3.d5 e5"
"Benoni Defense, Fianchetto Variation","https://old.chesstempo.com/gamedb/opening/92","black",3393,"A62","09-03-2021","2306","2347",0.338,0.281,0.38,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.Cf3 g6 7.g3 Ag7 8.Ag2 O-O"
"Benoni Defense, Fianchetto Variation, Hastings Defense","https://old.chesstempo.com/gamedb/opening/93","black",372,"A63","21-03-2021","2405","2441",0.358,0.347,0.296,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.Cf3 g6 7.g3 Ag7 8.Ag2 O-O 9.O-O Cbd7"
"Benoni Defense, Fianchetto Variation, Hastings Defense, Main Line","https://old.chesstempo.com/gamedb/opening/94","black",1764,"A64","12-03-2021","2353","2351",0.409,0.291,0.301,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.Cf3 g6 7.g3 Ag7 8.Ag2 O-O 9.O-O Cbd7 10.Cd2 a6 11.a4 Te8"
"Benoni Defense, Four Pawns Attack","https://old.chesstempo.com/gamedb/opening/95","black",427,"A68","14-03-2020","2208","2218",0.454,0.211,0.335,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Ag7 8.Cf3 O-O"
"Benoni Defense, Four Pawns Attack, Main Line","https://old.chesstempo.com/gamedb/opening/96","black",1282,"A69","06-02-2021","2139","2196",0.3,0.23,0.47,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Ag7 8.Cf3 O-O 9.Ae2 Te8"
"Benoni Defense, Franco-Sicilian Hybrid","https://old.chesstempo.com/gamedb/opening/98","black",30,"A43","29-08-2019","2282","2341",0.4,0.167,0.433,"1.d4 e6 2.c4 c5 3.d5 exd5 4.cxd5 d6 5.Cc3 g6 6.e4 Ag7 7.Cf3 Ce7"
"Benoni Defense, General","https://old.chesstempo.com/gamedb/opening/99","black",6008,"A43","01-04-2021","2127","2159",0.394,0.264,0.343,"1.d4 c5"
"Benoni Defense, Hawk Variation","https://old.chesstempo.com/gamedb/opening/100","black",30,"A43","14-12-2018","2324","2276",0.333,0.233,0.433,"1.d4 c5 2.d5 Cf6 3.Cf3 c4"
"Benoni Defense, Hromodka System","https://old.chesstempo.com/gamedb/opening/101","black",2529,"A57","15-03-2021","2187","2237",0.274,0.277,0.448,"1.d4 Cf6 2.c4 c5 3.d5 d6"
"Benoni Defense, Jaffe's Folly","https://old.chesstempo.com/gamedb/opening/116","black",2,"A43","12-10-2020","2115","2211",0,0.5,0.5,"1.d4 c5 2.d5 Ca6"
"Benoni Defense, King's Indian System","https://old.chesstempo.com/gamedb/opening/103","black",792,"A56","03-03-2020","2240","2303",0.275,0.294,0.431,"1.d4 Cf6 2.c4 c5 3.d5 e5 4.Cc3 d6 5.e4 g6"
"Benoni Defense, Modern Variation","https://old.chesstempo.com/gamedb/opening/106","black",5715,"A56","20-03-2021","2240","2275",0.356,0.284,0.361,"1.d4 Cf6 2.c4 c5"
"Benoni Defense, Modern Variation","https://old.chesstempo.com/gamedb/opening/107","black",2735,"A60","29-03-2021","2183","2223",0.316,0.236,0.448,"1.d4 Cf6 2.c4 c5 3.d5 e6"
"Benoni Defense, Modern Variation, Snake Variation","https://old.chesstempo.com/gamedb/opening/108","black",895,"A60","29-09-2020","2258","2305",0.393,0.217,0.39,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 Ad6"
"Benoni Defense, Old Benoni Defense, Clarendon Court Variation","https://old.chesstempo.com/gamedb/opening/114","black",570,"A43","17-03-2021","2124","2168",0.307,0.207,0.486,"1.d4 c5 2.d5 f5"
"Benoni Defense, Old Benoni","https://old.chesstempo.com/gamedb/opening/110","black",1453,"A43","15-03-2021","2147","2177",0.294,0.255,0.451,"1.d4 c5 2.d5 d6"
"Benoni Defense, Old Benoni, Pawn Thrust","https://old.chesstempo.com/gamedb/opening/111","black",1618,"A44","28-03-2021","2135","2190",0.327,0.258,0.415,"1.d4 c5 2.d5 e5"
"Benoni Defense, Old Benoni, Russian Variation","https://old.chesstempo.com/gamedb/opening/112","black",2705,"A44","30-01-2021","2174","2236",0.261,0.24,0.499,"1.d4 c5 2.d5 e5 3.e4 d6"
"Benoni Defense, Old Benoni, Schmid Variation","https://old.chesstempo.com/gamedb/opening/113","black",109,"A43","12-07-2020","2267","2265",0.385,0.266,0.349,"1.d4 c5 2.d5 d6 3.Cc3 g6"
"Benoni Defense, Vulture Defense","https://old.chesstempo.com/gamedb/opening/120","black",307,"A56","19-04-2019","2150","2203",0.319,0.212,0.469,"1.d4 c5 2.d5 Cf6 3.c4 Ce4"
"Benoni Defense, Weenink Variation","https://old.chesstempo.com/gamedb/opening/121","black",254,"A56","06-02-2021","2176","2200",0.374,0.374,0.252,"1.d4 Cf6 2.c4 c5 3.dxc5 e6"
"Benoni Defense, Woozle","https://old.chesstempo.com/gamedb/opening/122","black",101,"A43","01-06-2019","2160","2285",0.198,0.168,0.634,"1.d4 c5 2.d5 Cf6 3.Cc3 Da5"
"Bird Opening, Dutch Variation","https://old.chesstempo.com/gamedb/opening/125","black",8997,"A03","24-03-2021","2114","2111",0.395,0.259,0.346,"1.f4 d5"
"Bird Opening, Dutch Variation, Batavo Gambit","https://old.chesstempo.com/gamedb/opening/126","black",14,"A02","07-10-2018","2189","2189",0.429,0.286,0.286,"1.f4 d5 2.Cf3 c5 3.e4 dxe4"
"Bird Opening, From Gambit","https://old.chesstempo.com/gamedb/opening/128","black",834,"A02","19-01-2021","2043","2046",0.427,0.193,0.38,"1.f4 e5"
"Bird Opening, From Gambit, Langheld Gambit","https://old.chesstempo.com/gamedb/opening/129","black",7,"A02","19-10-2019","2024","2026",0.429,0.143,0.429,"1.f4 e5 2.fxe5 d6 3.exd6 Cf6"
"Bird Opening, From Gambit, Lasker Variation","https://old.chesstempo.com/gamedb/opening/130","black",549,"A02","28-03-2020","2058","2100",0.379,0.2,0.421,"1.f4 e5 2.fxe5 d6 3.exd6 Axd6 4.Cf3 g5"
"Bird Opening, Hobbs Gambit","https://old.chesstempo.com/gamedb/opening/132","black",16,"A02","18-09-2016","2051","2033",0.5,0.063,0.438,"1.f4 g5"
"Bird Opening, Horsefly Defense","https://old.chesstempo.com/gamedb/opening/134","black",60,"A03","23-01-2021","2213","2191",0.5,0.25,0.25,"1.f4 Ch6"
"Bird Opening, Lasker Gambit","https://old.chesstempo.com/gamedb/opening/136","black",1,"A02","03-11-2013","2068","2104",0,1,0,"1.f4 e5 2.fxe5 f6"
"Bird Opening, Lasker Variation","https://old.chesstempo.com/gamedb/opening/137","black",620,"A03","29-12-2020","2016","2018",0.389,0.245,0.366,"1.f4 d5 2.Cf3 Cf6 3.e3 c5"
"Bird Opening, Myers Defense","https://old.chesstempo.com/gamedb/opening/2774","black",50,"A02","16-08-2019","2205","2280",0.38,0.18,0.44,"1.f4 b5"
"Bird Opening, Schlechter Gambit","https://old.chesstempo.com/gamedb/opening/141","black",95,"A02","24-04-2019","2106","2102",0.474,0.137,0.39,"1.f4 e5 2.fxe5 Cc6"
"Bishop's Opening, Berlin Defense","https://old.chesstempo.com/gamedb/opening/151","black",4669,"C24","28-03-2021","2155","2179",0.28,0.286,0.434,"1.e4 e5 2.Ac4 Cf6"
"Bishop's Opening, Blanel Gambit","https://old.chesstempo.com/gamedb/opening/153","black",189,"C23","19-05-2010","2214","2249",0.318,0.36,0.323,"1.e4 e5 2.Ac4 Cf6 3.Cc3 Cxe4"
"Bishop's Opening, Boi Variation","https://old.chesstempo.com/gamedb/opening/155","black",405,"C20","29-02-2020","1917","1896",0.324,0.198,0.479,"1.e4 e5 2.Ac4 Ac5"
"Bishop's Opening, Calabrese Countergambit","https://old.chesstempo.com/gamedb/opening/156","black",45,"C23","21-04-2019","2115","2115",0.333,0.267,0.4,"1.e4 e5 2.Ac4 f5"
"Blackmar-Diemer Gambit, Bogoljubow Variation","https://old.chesstempo.com/gamedb/opening/180","black",45,"D00","09-02-2020","2087","2172",0.4,0.222,0.378,"1.d4 d5 2.e4 dxe4 3.Cc3 Cf6 4.f3 exf3 5.Cxf3 g6"
"Blackmar-Diemer Gambit, Declined, Brombacher Countergambit","https://old.chesstempo.com/gamedb/opening/184","black",35,"D00","04-05-2019","2135","2116",0.6,0.114,0.286,"1.d4 d5 2.e4 dxe4 3.Cc3 Cf6 4.f3 c5"
"Blackmar-Diemer Gambit, Declined, Elbert Countergambit","https://old.chesstempo.com/gamedb/opening/185","black",14,"D00","05-04-2019","2065","2027",0.286,0.286,0.429,"1.d4 d5 2.e4 dxe4 3.Cc3 Cf6 4.f3 e5"
"Blackmar-Diemer Gambit, Declined, Lamb Defense","https://old.chesstempo.com/gamedb/opening/187","black",15,"D00","22-07-2018","1889","2018",0.267,0.333,0.4,"1.d4 d5 2.e4 dxe4 3.Cc3 Cf6 4.f3 Cc6"
"Blackmar-Diemer Gambit, Declined, Langeheinecke Defense","https://old.chesstempo.com/gamedb/opening/188","black",129,"D00","07-12-2019","2113","2131",0.403,0.271,0.326,"1.d4 d5 2.e4 dxe4 3.Cc3 Cf6 4.f3 e3"
